Numéro notice,Titre,Titre Article,Auteurs,Auteurs collectifs,Collection,Volume,Numéro,Date,DateDébut,DateFin,Édition,Collation,Éditeur,Lieu,Notes,Régions,Sujets
2064,Histoire du Canada : espace et différences,L'Ontario : une envergure nationale,"CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien","CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien",,,,1996,1996-01-01,1996-12-31,,pp. 293-312,Presses de l'Université Laval,Québec,,Ontario,Histoire|Sociale|Économie|Commerce|Politique|Administration
2065,Histoire du Canada : espace et différences,Les Maritimes : une marginalité contestée,"CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien","CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien",,,,1996,1996-01-01,1996-12-31,,pp. 313-330,Presses de l'Université Laval,Québec,,Acadie,Histoire|Sociale|Sociologie|Économie|Politique|Administration
2066,Histoire du Canada : espace et différences,L'Ouest : l'affirmation d'une société,"CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien","CARDIN, Jean-François|COUTURE, Claude|ALLAIRE, Gratien",,,,1996,1996-01-01,1996-12-31,,pp. 331-352,Presses de l'Université Laval,Québec,,Ouest,Histoire|Sociale|Économie|Commerce|Politique|Administration
2067,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,Pertinence et sens d'une étude sur la femme et la religion au Canada français,"LACELLE, Élisabeth J.","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 19-31,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,,Populations|Femmes|Sociologie|Solidarité
2068,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,La femme et la religion au Canada français : problématique sociologique,"ROULEAU, Jean-Paul","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 43-61,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,,Populations|Femmes|Sociologie|Solidarité
2069,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,La femme et le sacré dans le roman contemporain,"COUILLARD, Marie","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 73-83,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,Québec,Populations|Femmes|Culturel|Production
2070,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,La femme consacrée dans l'art de la Nouvelle-France,"PAGÉ, Norman","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 85-98,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,,Populations|Femmes|Culturel|Production
2071,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,Féminisme et déscralisation,"MOREUX, Collette","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 99-110,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,,Populations|Femmes|Sociologie|Solidarité
2072,La femme et la religion au Canada français : un fait socio-culturel. Perspectives et prospectives,La femme et l'art religieux au Canada français,"GUILLEMETTE-LAMIRANDE, Claire","LACELLE, Élisabeth J.",,,,1979,1979-01-01,1979-12-31,,pp. 171-176,Éditions Bellarmin,Montréal,Actes du colloque tenu à l'Université d'Ottawa les 17 et 18 mars 1978.,,Populations|Femmes|Culturel|Production
2073,Études oblates de l'Ouest 1 = Western Oblate Studies 1,La mission Notre-Dame-des-Victoires du lac la Biche et l'approvisionnement des missions dans le Nord : le conflit entre Mgr V. Grandin et Mgr H. Faraud,"HUEL, Raymond","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 17-36,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion
2074,Études oblates de l'Ouest 1 = Western Oblate Studies 1,The Founding of Providence Mission,"MCCARTHY, Martha","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 37-49,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion
2075,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Le père Honoré-Timothée Lempfrit : son ministère auprès des Autochtones de l'île de Vancouver (1849-1852),"LAMIRANDE, Émilien","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 53-70,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest|Colombie-Britannique,Histoire|Religion|Histoire|Autochtone
2076,Études oblates de l'Ouest 1 = Western Oblate Studies 1,"Father Léon Fouquet, Missionary among the Kootenays","LASCELLES, Thomas","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 71-87,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest|Colombie-Britannique,Histoire|Religion
2077,Études oblates de l'Ouest 1 = Western Oblate Studies 1,"Mgr Albert Pascal, o.m.i (1848-1920) : cheville ouvrière du diocèse de Prince-Albert","OUELLET, Joséphine","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 89-103,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest|Saskatchewan,Histoire|Religion
2078,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Les Oblats et la colonisation en Alberta,"TROTTIER, Alice","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 107-116,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest|Alberta,Histoire|Religion|Géographie|Aménagement
2079,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Le Missionnaire and le Chef Métis,"FOSTER, John E.","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 117-127,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion|Histoire|Autochtone
2080,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Les rapports entre catholiques et protestants dans le Nord-Ouest du Canada avant 1840,"CHOQUETTE, Robert","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 129-140,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion
2081,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Les archives Deschâtelets,"BOUCHER, Romuald","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 143-147,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion|Généralité|Recherche
2082,Études oblates de l'Ouest 1 = Western Oblate Studies 1,"Guide pour les archives des Oblats de Marie Immaculée, province d'Alberta-Saskatchewan","ROBERTO, Claude","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 149-154,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion|Généralité|Recherche
2083,Études oblates de l'Ouest 1 = Western Oblate Studies 1,"The Oblate Archives of Grandin Province, St. Albert, Alberta","MONTMIGNY, Gaston J.","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 155-160,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest|Alberta,Histoire|Religion|Généralité|Recherche
2084,Études oblates de l'Ouest 1 = Western Oblate Studies 1,Mission Possible : The Lac La Biche Mission Historical Society,"MACCAGNO, Thomas","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 161-168,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion
2085,Études oblates de l'Ouest 1 = Western Oblate Studies 1,The Oblates and Indian Residential Schools,"LEVAQUE, Yvon","HUEL, Raymond|LACOMBE, Guy|ALLAIRE, Gratien",,,,1990,1990-01-01,1990-12-31,,pp. 181-191,Institut de recherche de la Faculté Saint-Jean et Western Canadian Publishers,Edmonton,Actes du premier colloque sur l'histoire des Oblats dans l'Ouest et le Nord canadiens tenu à Faculté Saint-Jean les 18 et 19 mai 1989.,Ouest,Histoire|Religion|Histoire|Autochtone
2086,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,Les enjeux de l'exogamie,"BERNARD, Roger",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,pp. 3-12,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ontario,Sociologie|Solidarité|Langue|Comportement
2087,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,"L'exogamie dans les populations francophones en situation minoritaire : facteurs, évolution et conséquences","LACHAPELLE, Réjean",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,pp. 13-14,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ontario,Sociologie|Solidarité
2088,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,Les mariages linguistiques mixtes et l'avenir du français en milieu minoritaire,"HELLER, Monica",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,pp. 15-19,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ontario,Sociologie|Solidarité|Langue|Comportement
2089,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,Pour mieux connaître les foyers exogames,"MCMAHON, Frank",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,pp. 20-25,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ouest,Sociologie|Solidarité|Langue|Comportement
2090,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,Le projet : Nos réalités linguistiques,"LEBLANC-LAMARRE, Marguerite",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,pp. 26-33,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ouest|Saskatchewan,Sociologie|Solidarité|Langue|Comportement
2091,Actes du mini-colloque national sur l'exogamie et les structures d'accueil des immigrants et immigrantes francophones,Les structures d'accueil pour les immigrantes et les immigrants francophones,"JABLI, Zarha",Fédération des communautés francophones et acadienne du Canada,,,,1995,1995-01-01,1995-12-31,,p. 34,Commissariat aux langues officielles,Ottawa,Actes du colloque tenu à Rockland en février 1994.,Ontario,Sociologie|Solidarité
2092,La Francophonie et le Canada,L'Ontario et la Francophonie,"KIRSCHBAUM, Stanislav J.|BERNARD, André|TOURNON, Jean",,,,,1992,1992-01-01,1992-12-31,,pp. 85-98,Association française d'études canadiennes,Grenoble,Actes du colloque organisé par le Centre d'études candiennes des Universités de Grenoble les 2 et 3 mai 1990.,Ontario|Acadie|Québec,Populations|International|Langue|Comportement
2093,Cultures canadiennes et mondialisation = Canadian Cultures and Globalization,Le rôle de l'école minoritaire de langue française dans la reproduction de l'identité,"GÉRIN-LAJOIE, Diane","COHNSTAEDT, Joy|FRENETTE, Yves",Thèmes canadiens,19,,1997,1997-01-01,1997-12-31,,pp. 95-105,Association d'études canadiennes,Montréal,"Choix de communications présentées lors du 23e congrès annuel de l'association d'études canadiennes, qui se tenait à l'Université Brock, du 1er au 3 juin 1996.",Ontario,Éducation|École|Sociologie|Identité
2094,Alpha 90,Alphabétisation et assimilation des minorités au Canada : le cas des francophones du Canada,"WAGNER, Serge","HAUTECOEUR, Jean-Paul",,,,1990,1990-01-01,1990-12-31,,pp. 53-84,"Ministère de l'Éducation du Québec, Direction générale de l'éducation des adultes",Québec,,Ontario,Éducation|Pédagogie|Langue|Comportement
2095,Aux origines de l'Ontario français : rapport du colloque 1993,L'inventaire du patrimoine franco-ontarien,"SAINT-PIERRE, Serge",,,,,1993,1993-01-01,1993-12-31,,pp. 24-36,Regroupement des organismes du patrimoine franco-ontarien,Ottawa,"Actes du colloque tenu à Winsor les 12, 13 et 14 février 1993.",Ontario,Culturel|Ethnologie
2096,Aux origines de l'Ontario français : rapport du colloque 1993,Loi sur le patrimoine ontarien,"SCHNEIDER, Dan",,,,,1993,1993-01-01,1993-12-31,,pp. 37-42,Regroupement des organismes du patrimoine franco-ontarien,Ottawa,"Actes du colloque tenu à Winsor les 12, 13 et 14 février 1993.",Ontario,Culturel|Ethnologie
2097,Aux origines de l'Ontario français : rapport du colloque 1993,Les francophones du Sud-Ouest,"CHAUVIN, Paul",,,,,1993,1993-01-01,1993-12-31,,pp. 44-49,Regroupement des organismes du patrimoine franco-ontarien,Ottawa,"Actes du colloque tenu à Winsor les 12, 13 et 14 février 1993.",Ontario,Langue|Comportement
2098,Études d'histoire religieuse,"Une compagne de route : l'Église catholique, de la naissance à l'éclatement du nationalisme canadien-français","GINGRAS, François-Pierre",,,,60,1994,1994-01-01,1994-12-31,,pp. 5-24,,,,,Politique|Nationalisme|Histoire|Religion
2099,Sciences religieuses,Divergences ou convergences? : les laïcs anglophones et francophones dans le catholicisme canadien,"GINGRAS, François-Pierre",,,20,1,1993,1993-01-01,1993-12-31,,pp. 77-95,,,,,Sociologie|Solidarité
2100,Revue québécoise de science politique,Les militaires québécois sont-ils différents?,"GINGRAS, François-Pierre",,,,22,1992,1992-01-01,1992-12-31,,pp. 55-74,,,,Québec,Sociologie|Identité
2101,Vie française,Les francophones en situation de minorité et la politique : le comportement des électeurs et ses sources,"GINGRAS, François-Pierre",,,33,10-11-12,1979,1979-01-01,1979-12-31,,pp. 34-42,,,,,Politique|Élection
2102,Political Parties in Canada,Bicultural Cleavage,"GINGRAS, François-Pierre|WINN, Conrad","WINN, Conrad|MCMENEMY, John",,,,1976,1976-01-01,1976-12-31,,pp. 50-70,McGraw Hill-Ryerson,Toronto,,,Politique|Élection
2103,The Provincial Political Systems,Ontario,"GINGRAS, François-Pierre","BELLAMY, David J.|PAMMETT, Jon H.|ROWAT, Donald C.",,,,1976,1976-01-01,1976-12-31,,pp. 31-45,Methuen,Toronto,,Ontario,Politique|Administration
2104,Political Geography Quarterly,Assessing the Neighbour Effect on the Vote of Francophone Minorities in Canada,"GINGRAS, François-Pierre",,,6,1,1987,1987-01-01,1987-12-31,,pp. 77-89,,,,,Politique|Élection
2105,Ethnicity and Culture in Canada : The Research Landscape,Ethnicity and Voting Studies in Canada : Primary and Secondary Sources 1970-1991,"GINGRAS, François-Pierre","BERRY, J. W.|LAPONCE, Jean A.",,,,1994,1994-01-01,1994-12-31,,,University of Toronto Press,Toronto,,,Politique|Élection|Sociologie|Identité
2106,Recherches féministes,Le statut économique relatif des femmes francophones au Canada,"SAINT-GERMAIN, Maurice|LAVOIE, Marc",,,5,1,1992,1992-01-01,1992-12-31,,pp. 31-57,,,,,Populations|Femmes|Économie|Analyse
2107,L'Action Nationale,L'assimilation des francophones hors Québec,"LAVOIE, Marc|SAINT-GERMAIN, Maurice",,,81,4,1991,1991-01-01,1991-12-31,,pp. 557-563,,,,,Langue|Comportement
2108,Revue de l'Université Laurentienne = Laurentian University Review,"Publicité, information, contexte dans les quotidiens","IMBERT, Patrick",,,19,2,1987,1987-01-01,1987-12-31,,pp. 115-126,,,,Ontario,Sociologie|Médias
2109,Journal of Multilingual and Multicultural Development,Linguistic and Economic Characteristics of Francophone Minorities in Canada : A Comparison of Ontario and New Brunswick,"GRENIER, Gilles",,,18,4,1997,1997-01-01,1997-12-31,,pp. 285-301,,,,Acadie|Ontario,Langue|Comportement|Économie|Analyse
2110,Langues officielles et économie,Réflexions sur les relations entre langues et économie avec application au cas canadien,"GRENIER, Gilles",,Nouvelles perspectives canadiennes,,,1997,1997-01-01,1997-12-31,,pp. 175-184,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Comportement|Économie|Analyse
2111,Revue de la Société historique du Madawaska,"Connais-toi toi-même : le rapport d'un sondage scientifique sur l'identité et le sentiment d'appartenance de la population du Madawaska, du Restigouche et du Victoria","LECLERC, André|OUELLET, A.-M.|OUELETTE, L.|SAINT-ONGE, C.|THIBODEAU, S.",,,7,2-3,1979,1979-01-01,1979-12-31,,pp. 4-139,,,,Acadie,Sociologie|Identité
2112,La francophonie sur les marges,Confusions identitaires : quelques observations provenant de divers acteurs étatiques,"FONTAINE, Louise","HARVEY, Carol J.|MACDONELL, Alan",,,,1997,1997-01-01,1997-12-31,,pp. 27-40,Presses universitaires de Saint-Boniface,Winnipeg,"Actes du seizième colloque du Centre d'études franco-canadiennes de l'Ouest tenu les 17, 18 et 19 octobre 1996.",Ouest,Sociologie|Identité|Politique|Administration
2113,Les cahiers/Société historique acadienne,Doléances et indolence cléricales envers un peuple délaissé,"BOUDREAU, Gérald C.",,,23,3-4,1992,1992-01-01,1992-12-31,,pp. 17-34,,,,Acadie|Nouvelle-Écosse,Histoire|Religion|Politique|Nationalisme
2114,Études d'histoire religieuse,L'ignorance est un vice : une démarche de scolarisation en Acadie,"BOUDREAU, Gérald C.",,,,59,1993,1993-01-01,1993-12-31,,pp. 125-141,,,,Acadie|Nouvelle-Écosse,Éducation|Histoire|Histoire|Religion
2115,The Haliburton Bi-centenary Chaplet,Haliburton's Affectionate Intercourse with Sigogne and the Acadians of Clare,"BOUDREAU, Gérald C.","DAVIES, Richard A.",,,,1997,1997-01-01,1997-12-31,,pp. 165-176,Gaspereau Press,Wolfville,Papers presented at the 1996 Thomas Raddall Symposium.,Acadie|Nouvelle-Écosse,Histoire|Religion
2116,LittéRéalité,Le messianisme des premiers romans de déportation acadienne,"VIAU, Robert",,,5,2,1993-1994,33970,34699,,pp. 95-107,,,No spécial «Accent sur la littérature acadienne».,Acadie,Culturel|Production
2117,Après dix ans... : bilan et prospective,Les Prairies dans trois romans de Gabrielle Roy,"VIAU, Robert",,,,,1992,1992-01-01,1992-12-31,,pp. 77-89,Institut de recherche de la Faculté Saint-Jean et University of Alberta Press,Edmonton,,Ouest,Culturel|Production
2118,Études en littérature canadienne = Studies in Canadian Literature,Raconte-moi Jacques Savoie,"VIAU, Robert",,,16,1,1991,1991-01-01,1991-12-31,,pp. 36-53,,,,Acadie,Culturel|Production
2119,"Language, Culture and Curriculum","Meta-Knowledge, Critical Literacy, and Minority Language Education","MASNY, Diana",,,3,3,1996,1996-01-01,1996-12-31,,pp. 1-18,,,,,Éducation|Pédagogie
2120,Pour l'amour d'apprendre : rapport de recherche pour la Commission royale sur l'éducation,"Le préscolaire, l'enseignement de l'anglais comme langue seconde, et la littératie critique pour les écoles de langue française","MASNY, Diana","WASTON, N.|SCANE, J.|BÉDARD, G.",,,,1995,1995-01-01,1995-12-31,,pp. 211-228,Publications Ontario,Toronto,,Ontario,Éducation|École|Langue|Comportement
2121,Interaction,Le développement de la littératie chez les jeunes enfants,"MASNY, Diana",,,9,1,1995,1995-01-01,1995-12-31,,pp. 21-24,,,,,Éducation|École|Populations|Jeunes
2122,Éducation et francophonie,Le développement langagier et la littératie dans l'éducation préscolaire en milieu minoritaire,"MASNY, Diana|LAJOIE, Mario",,,22,3,1994,1994-01-01,1994-12-31,,,,,,,Éducation|Pédagogie|Langue|Comportement
2123,Revue canadienne des langues vivantes = Canadian Modern Language Review,Le jardin à plein temps et le développement des habiletés langagières : l'expérience des écoles françaises d'Ottawa-Carleton,"MASNY, Diana|LAJOIE, Mario|PELLETIER, Françoise",,,49,4,1993,1993-01-01,1993-12-31,,pp. 832-848,,,Numéro thématique «L'évolution de l'école francophone en milieu minoritaire».,Ontario,Éducation|École|Langue|Comportement
2124,Libérer la recherche en éducation : travaux et recherche,Impact sur les habiletés du jardin à plein temps : une comparaison avec le jardin à demi-temps,"MASNY, Diana|LAJOIE, Mario|PELLETIER, Françoise","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 121-130,Centre franco-ontarien de ressources pédagogiques,Vanier,Les actes du troisième congrès des sciences de l'éducation de langue française au Canada.,,Éducation|École
2125,Entre-Nous,"Le jardin à plein temps, une arme contre l'assimilation","LAJOIE, Mario|MASNY, Diana",,,24,2,1992,1992-01-01,1992-12-31,,pp. 26-28,,,,Ontario,Éducation|Langue|Comportement
2126,Sociétés,Espace identitaire et connaissance sociologique : lectures de l'identité acadienne,"ALI-KHODJA, Mourad",,,,30,1990,1990-01-01,1990-12-31,,pp. 25-37,,,,Acadie,Sociologie|Identité
2127,Études québécoises : bilan et perspectives,Les études québécoises au Québec et au Canada anglais : éléments de problématique et de sociographie,"HARVEY, Fernand","NIEDEHERE, Hans-Josef",Canadiana Romanica,,11,1996,1996-01-01,1996-12-31,,pp. 207-225,Max Niemeyer Verlag,Tübingen,,Québec,Sociologie
2128,L'Évangéline 1887-1982 : entre l'élite et le peuple,"L'Évangéline de Valentin Landry, 1887-1910 : Vivre et mourir pour le bien-être de la nation","BOUCHER, Neil","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 14-47,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Politique|Nationalisme|Histoire|Sociale
2129,Steeples and Smokestacks : A Collection of Essays on the Franco-American Experience in New England,Acadians and Emigration : The Case of the Acadians of Southwest Nova Scotia,"BOUCHER, Neil","QUINTAL, Claire",,,,1995,1995-01-01,1995-12-31,,,Éditions de l'Institut français du Collège l'Assomption,Worcester,,Acadie|Nouvelle-Écosse,Géographie|Population|Sociologie|Identité
2130,Société canadienne d'histoire de l'Église catholique,"Un exemple du nationalisme de l'Église en Acadie : les French Sisters chez les Soeurs de la Charité de Saint-Jean, 1914-1924","BOUCHER, Neil",,,60,,1994,1994-01-01,1994-12-31,,,,,,Acadie,Histoire|Religion|Politique|Nationalisme|Populations|Femmes
2131,Les cahiers/Société historique acadienne,Le Bon Dieu parle français,"BOUCHER, Neil",,,23,3-4,1992,1992-01-01,1992-12-31,,,,,,Acadie,Histoire|Religion
2132,Les cahiers/Société historique acadienne,Les Acadiens du sud-ouest de la Nouvelle-Écosse à l'époque du Père Sigogne : quelques notions reconsidérées,"BOUCHER, Neil",,,21,4,1990,1990-01-01,1990-12-31,,,,,,Acadie|Nouvelle-Écosse,Histoire|Religion
2133,Nova Scotia Historical Review,The Doucets of Saint Mary's Bay : Community Leaders Amongst an Uprooted People,"BOUCHER, Neil",,,5,1,1985,1985-01-01,1985-12-31,,,,,,Acadie|Nouvelle-Écosse,Histoire|Sociale|Culturel|Ethnologie
2134,Recherches sociographiques,"Famille, loisir, bilinguisme et style de vie en milieu minoritaire","STEBBINS, Robert A.",,,36,,1995,1995-01-01,1995-12-31,,pp. 265-278,,,,Ouest,Sociologie|Solidarité|Langue|Comportement
2135,La francophonie sur les marges,La sociologie des francophones hors Québec : de nouveaux concepts pour l'analyse du milieu urbain,"STEBBINS, Robert A.","HARVEY, Carol J.|MACDONELL, Alan",,,,1997,1997-01-01,1997-12-31,,pp. 67-77,Presses universitaires de Saint-Boniface,Winnipeg,"Actes du seizième colloque du Centre d'études franco-canadiennes de l'Ouest tenu les 17, 18 et 19 octobre 1996.",Ouest,Sociologie|Identité
2136,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1976),"BAUDOT, Alain",,,,131,1977,1977-01-01,1977-12-31,,pp. 67-68,,,,Acadie,Culturel|Production
2137,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1977),"BAUDOT, Alain",,,,139,1978,1978-01-01,1978-12-31,,pp. 6-7,,,,Acadie,Culturel|Production
2138,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1978),"BAUDOT, Alain",,,,147,1979,1979-01-01,1979-12-31,,pp. 9-10,,,,Acadie|Ontario,Culturel|Production
2139,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1979),"BAUDOT, Alain",,,,155,1980,1980-01-01,1980-12-31,,pp. 6-8,,,,Acadie,Culturel|Production
2140,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1980),"BAUDOT, Alain",,,,165,1981,1981-01-01,1981-12-31,,pp. 6-8,,,,Ontario,Culturel|Production
2141,Le français dans le monde,Le monde francophone d'Amérique et d'Europe (1981),"BAUDOT, Alain",,,,170,1982,1982-01-01,1982-12-31,,pp. 6-9,,,,Ontario|Ouest,Culturel|Production
2142,La francophonie ontarienne : documentation de base,,"BAUDOT, Alain",,Fiches bibliographiques du Gref,,,1989,1989-01-01,1989-12-31,,15 p.,Éditions du GREF,Toronto,,Ontario,Généralité|Référence
2143,Littérature et dialogue interculturel,Le passage interdit de la genèse,"PARÉ, François","TÉTU DE LABSADE, Françoise",,,,1997,1997-01-01,1997-12-31,,pp. 33-48,Presses de l'Université Laval,Sainte-Foy,,,Culturel|Production
2144,Tangence,Dramaturgies et refus de l'écrivain en Ontario français,"PARÉ, François",,,,56,1997,1997-01-01,1997-12-31,,pp. 66-79,,,,Ontario,Culturel|Production
2145,Cahiers de Théâtre Jeu,La dramaturgie franco-ontarienne : la langue et la loi,"PARÉ, François",,,,73,1995,1995-01-01,1995-12-31,,pp. 28-34,,,,Ontario,Culturel|Production
2146,British Journal of Canadian Studies,The Community and its Margin: A Parallel Reflection on Gaelic Poetry in Ireland and Minority Francophone Counter-Culture in Canada,"PARÉ, François",,,10,1,1995,1995-01-01,1995-12-31,,pp. 87-94,,,,,Culturel|Production
2147,,Un endroit qui s'appelait Haileybury : le lieu pédagogique de l'identité,"PARÉ, François",,,21,3,1993,1993-01-01,1993-12-31,,pp. 4-7,,,,Ontario,Culturel|Production
